"id","title","author","year"
1805,"O Último Mistério","Igor Monteiro",2017
1806,"A Quarto Caminho","Paula Ribeiro",2010
1807,"A Quarto Filosofo","Ana Moura",2010
1808,"O Grande Mestre","Elaine Azevedo",2010
1809,"A Quarto Imperador","Thiago Cavalcanti",2023
1810,"A Sensasional Mansao","Vitória Oliveira",2020
1811,"A Terceiro Segredo","Tereza Almeida",2017
1812,"A Perdido Desafio","Otávio Batista",2022
1813,"O Encontrado Casa","Giovanna Gomes",2023
1814,"O Velho Mansao","Paulo Dias",2020
1815,"O Último Caminho","Francisco Fonseca",2023
1816,"A Terceiro Ditador","Renata Freitas",2023
1817,"A Grande Amor","Erick Braga",2010
1818,"O Sensasional Imperador","Bruno Araújo",2010
1819,"A Grande Médico","Beatriz Santos",2015
1820,"O Primeiro Segredo","Sônia Freitas",2011
1821,"A Segundo Desafio","Rafael Batista",2012
1822,"A Encontrado Mestre","Raquel Castro",2021
1823,"O Último Mansao","Yasmin Vieira",2017
1824,"A Velho Mestre","Sandra Freitas",2020
1825,"O Encontrado Destino","Marcos Martins",2019
1826,"O Último Jogador","Cristina Lopes",2014
1827,"O Encontrado Mansao","Sônia Azevedo",2014
1828,"O Grande Tesouro","Nicole Mendes",2014
1829,"A Quarto Amor","Bianca Moura",2022
1830,"A Primeiro Casa","Fernanda Correia",2019
1831,"A Segundo Segredo","Gabriela Sampaio",2020
1832,"O Grande Mistério","Bianca Ribeiro",2020
1833,"O Encontrado Destino","Paula Coutinho",2020
1834,"O Velho Jogador","Pâmela Borges",2017
1835,"O Velho Amor","Isabela Almeida",2015
1836,"O Grande Mistério","Iris Azevedo",2022
1837,"O Novo Imperador","Diogo Correia",2022
1838,"O Quarto Mansao","Elaine Araújo",2018
1839,"O Grande Mestre","Pâmela Tavares",2013
1840,"O Terceiro Imperador","Patrícia Braga",2023
1841,"A Novo Ditador","Gustavo Campos",2020
1842,"O Sensasional Mistério","Sônia Tavares",2016
1843,"O Último Sonho","Raquel Castro",2017
1844,"A Perdido Filosofo","Geraldo Dias",2019
1845,"A Primeiro Desafio","Luiza Fonseca",2014
1846,"A Primeiro Amor","Mônica Coutinho",2020
1847,"A Segundo Mansao","Ricardo Vieira",2022
1848,"O Terceiro Casa","Sérgio Cavalcanti",2013
1849,"A Quarto Ditador","Ricardo Mendes",2019
1850,"A Sensasional Sonho","Tatiana Braga",2022
1851,"O Encontrado Tesouro","Sabrina Neves",2017
1852,"O Perdido Imperador","Juliano Carvalho",2017
1853,"A Encontrado Mistério","Fábio Lopes",2014
1854,"O Velho Tesouro","Léo Gomes",2020
1855,"A Novo Filosofo","Maria Sampaio",2011
1856,"A Novo Mestre","Marcos Teixeira",2015
1857,"O Quarto Mestre","Adriana Pinheiro",2011
1858,"A Pequeno Amor","Fábio Barros",2018
1859,"O Primeiro Amor","Gabriela Melo",2010
1860,"A Velho Segredo","Alice Freitas",2018
1861,"O Segundo Sonho","Rosana Monteiro",2014
1862,"O Terceiro Filosofo","José Leal",2013
1863,"A Segundo Tesouro","Isabela Pereira",2016
1864,"A Encontrado Amor","Carlos Rodrigues",2015
1865,"A Encontrado Filosofo","Enzo Rocha",2013
1866,"A Quarto Médico","Davi Rocha",2012
1867,"O Encontrado Ditador","Ricardo Correia",2019
1868,"O Velho Mestre","Tatiana Azevedo",2020
1869,"A Encontrado Caminho","Léo Lima",2019
1870,"A Segundo Destino","Clarice Dias",2016
1871,"A Novo Jogador","Isabela Nunes",2016
1872,"A Sensasional Tesouro","Júlia Souza",2010
1873,"A Segundo Mestre","Samuel Neves",2014
1874,"O Primeiro Amor","Eliane Pires",2014
1875,"O Sensasional Amor","Bianca Andrade",2022
1876,"A Perdido Tesouro","Patrícia Nunes",2011
1877,"A Último Amor","Guilherme Braga",2021
1878,"O Segundo Mistério","André Correia",2012
1879,"A Segundo Mansao","Maurício Sampaio",2019
1880,"A Novo Segredo","Rodrigo Monteiro",2013
1881,"A Grande Ditador","Rosana Lopes",2016
1882,"O Primeiro Tesouro","Vanessa Borges",2014
1883,"A Novo Caminho","Eduardo Borges",2018
1884,"A Pequeno Imperador","Sérgio Mendes",2017
1885,"O Sensasional Jogador","Felipe Rocha",2014
1886,"A Terceiro Ditador","Gabriela Rodrigues",2020
1887,"A Novo Mansao","Daniel Costa",2010
1888,"O Velho Desafio","Raquel Campos",2023
1889,"O Pequeno Imperador","Beatriz Costa",2022
1890,"A Último Jogador","Giovanna Campos",2014
1891,"O Segundo Destino","Rebeca Batista",2012
1892,"A Novo Tesouro","Eduardo Araújo",2018
1893,"O Grande Casa","Gabriel Gomes",2019
1894,"A Novo Mistério","Nicole Carvalho",2020
1895,"A Último Desafio","Léo Dias",2011
1896,"O Pequeno Jogador","Igor Vieira",2012
1897,"A Velho Filosofo","Rafael Vieira",2021
1898,"A Grande Filosofo","Léo Nunes",2023
1899,"O Sensasional Jogador","Elias Pinheiro",2021
1900,"O Novo Mansao","Rafaela Ribeiro",2017
1901,"O Grande Caminho","Priscila Melo",2010
1902,"O Grande Ditador","Léo Batista",2023
1903,"A Novo Filosofo","Diego Pereira",2023
1904,"A Perdido Médico","Patrícia Carvalho",2022
1905,"A Perdido Mestre","Marcela Pinheiro",2021
1906,"O Grande Amor","Iris Sampaio",2013
1907,"O Último Amor","Stella Barros",2010
1908,"A Último Amor","Ivana Costa",2018
1909,"O Encontrado Desafio","Carolina Tavares",2017
1910,"A Primeiro Mansao","Eliane Gomes",2022
1911,"O Pequeno Desafio","Priscila Pires",2018
1912,"O Último Segredo","Igor Pires",2023
1913,"O Último Caminho","Tereza Mendes",2019
1914,"A Grande Segredo","Eduardo Batista",2021
1915,"O Terceiro Segredo","Simone Batista",2012
1916,"A Terceiro Destino","Bruno Dias",2014
1917,"O Velho Destino","Natália Melo",2015
1918,"O Quarto Desafio","Valdir Nunes",2017
1919,"O Pequeno Mansao","Roberta Freitas",2023
1920,"O Velho Amor","Rafael Fonseca",2021
1921,"A Encontrado Tesouro","Ana Dias",2023
1922,"A Perdido Destino","Raul Moura",2015
1923,"O Quarto Mansao","Enzo Leal",2021
1924,"O Sensasional Tesouro","Daniel Castro",2018
1925,"O Grande Desafio","Pedro Fonseca",2019
1926,"O Perdido Médico","Davi Braga",2014
1927,"A Encontrado Casa","Eliane Martins",2010
1928,"O Último Filosofo","Raul Ribeiro",2017
1929,"O Terceiro Ditador","Lauro Andrade",2023
1930,"O Último Filosofo","Enzo Freitas",2012
1931,"O Novo Filosofo","Patrícia Sampaio",2021
1932,"O Grande Mistério","Ana Moura",2019
1933,"A Novo Mansao","Antônio Marques",2015
1934,"A Quarto Segredo","Evelyn Batista",2010
1935,"A Velho Jogador","Sandra Leal",2017
1936,"A Segundo Filosofo","Giovanna Costa",2014
1937,"O Pequeno Segredo","Ricardo Araújo",2016
1938,"O Último Segredo","Mônica Castro",2019
1939,"A Pequeno Mistério","Viviane Pinheiro",2014
1940,"O Grande Mestre","Ivan Cavalcanti",2012
1941,"A Terceiro Tesouro","Rosana Teixeira",2016
1942,"O Pequeno Segredo","Lucas Monteiro",2023
1943,"O Terceiro Caminho","Rebeca Nunes",2012
1944,"A Velho Caminho","Maitê Pinheiro",2021
1945,"A Velho Jogador","Alice Batista",2011
1946,"A Primeiro Caminho","Guilherme Marques",2021
1947,"O Sensasional Amor","Lívia Barros",2018
1948,"O Velho Mistério","Lucas Ferreira",2021
1949,"O Pequeno Imperador","Cássio Barros",2015
1950,"A Encontrado Destino","Pedro Fonseca",2016
1951,"O Quarto Jogador","Rafael Mendes",2018
1952,"O Pequeno Tesouro","Cássio Pinheiro",2013
1953,"A Encontrado Médico","Daniel Cardoso",2015
1954,"A Perdido Tesouro","Felipe Monteiro",2013
1955,"A Novo Jogador","Nelson Vieira",2020
1956,"O Perdido Mansao","Hugo Santos",2014
1957,"O Velho Caminho","Rodrigo Souza",2021
1958,"O Quarto Médico","Nelson Azevedo",2015
1959,"A Grande Tesouro","Rodrigo Marques",2015
1960,"O Encontrado Amor","Evelyn Almeida",2015
1961,"O Segundo Médico","Ivana Azevedo",2023
1962,"A Segundo Ditador","Diego Rodrigues",2016
1963,"A Segundo Mansao","Bruno Andrade",2022
1964,"A Segundo Médico","Cristina Tavares",2023
1965,"O Pequeno Segredo","Bianca Leal",2020
1966,"A Pequeno Filosofo","Aline Neves",2018
1967,"A Perdido Ditador","Patrícia Tavares",2013
1968,"O Primeiro Jogador","Luiza Azevedo",2023
1969,"O Segundo Amor","Valéria Mendes",2021
1970,"O Primeiro Ditador","Daniel Oliveira",2016
1971,"A Terceiro Jogador","Igor Silva",2022
1972,"O Pequeno Tesouro","Maria Lima",2023
1973,"A Segundo Caminho","Renata Dias",2023
1974,"A Pequeno Tesouro","Sônia Monteiro",2011
1975,"O Grande Imperador","Giovanna Castro",2023
1976,"A Perdido Sonho","Pedro Araújo",2021
1977,"O Terceiro Desafio","Nicole Vieira",2017
1978,"O Terceiro Jogador","Marcelo Araújo",2018
1979,"A Terceiro Ditador","Júlia Almeida",2010
1980,"A Terceiro Destino","Paulo Teixeira",2011
1981,"O Quarto Amor","Isadora Lima",2023
1982,"A Último Caminho","Débora Ramalho",2012
1983,"O Terceiro Segredo","Júlia Sampaio",2011
1984,"A Grande Destino","Mariana Lopes",2020
1985,"O Perdido Imperador","Valéria Machado",2020
1986,"A Novo Mestre","Thiago Andrade",2012
1987,"O Último Mansao","André Ramalho",2018
1988,"O Encontrado Mansao","Francisco Martins",2015
1989,"A Novo Desafio","Maria Carvalho",2011
1990,"O Último Imperador","Priscila Machado",2019
1991,"O Terceiro Sonho","Nathalia Azevedo",2021
1992,"O Sensasional Mansao","Ricardo Rodrigues",2022
1993,"O Segundo Amor","Fernanda Carvalho",2013
1994,"A Encontrado Casa","Evelyn Fonseca",2011
1995,"A Quarto Imperador","Isabela Lima",2019
1996,"O Quarto Mansao","Marcos Teixeira",2023
1997,"O Segundo Mistério","Fernanda Freitas",2023
1998,"O Novo Mansao","Débora Lima",2018
1999,"O Novo Médico","Diogo Martins",2016
2000,"A Último Médico","Camila Martins",2011
2001,"A Sensasional Mistério","Evelyn Castro",2012
2002,"A Primeiro Desafio","Carlos Mendes",2023
2003,"A Grande Casa","Rafael Pereira",2016
2004,"O Novo Ditador","Fábio Cavalcanti",2012
2005,"A Perdido Mansao","Aline Freitas",2011
2006,"O Sensasional Caminho","Fernanda Ribeiro",2020
2007,"O Terceiro Mansao","Léo Araújo",2019
2008,"O Grande Mistério","Eduardo Melo",2017
2009,"O Primeiro Mestre","Maitê Campos",2013
2010,"O Encontrado Mistério","Natália Braga",2019
2011,"A Terceiro Amor","Vanessa Ribeiro",2017
2012,"A Novo Sonho","Sandra Ferreira",2019
2013,"O Último Filosofo","Isabela Campos",2022
2014,"A Terceiro Tesouro","Igor Medeiros",2014
2015,"O Pequeno Amor","Cássio Castro",2019
2016,"A Velho Casa","Rosana Gomes",2010
2017,"O Sensasional Jogador","Sônia Gomes",2021
2018,"A Segundo Tesouro","Priscila Correia",2013
2019,"O Quarto Caminho","André Pinheiro",2017
2020,"O Quarto Amor","Elias Rodrigues",2022
2021,"O Novo Caminho","Davi Lima",2012
2022,"A Quarto Destino","Sabrina Coutinho",2021
2023,"O Segundo Desafio","Vitor Castro",2016
2024,"A Grande Mestre","Otávio Teixeira",2021
2025,"O Primeiro Casa","Carlos Neves",2011
2026,"O Encontrado Ditador","Diogo Fonseca",2022
2027,"O Perdido Mistério","Fernanda Andrade",2013
2028,"A Pequeno Casa","Fernanda Gomes",2017
2029,"O Quarto Mistério","Lauro Melo",2010
2030,"A Sensasional Ditador","Marcelo Oliveira",2022
2031,"A Encontrado Ditador","Diego Coutinho",2020
2032,"O Perdido Ditador","Adriana Melo",2010
2033,"O Sensasional Amor","Lauro Tavares",2017
2034,"A Primeiro Jogador","Mariana Ribeiro",2017
2035,"A Sensasional Mistério","Felipe Almeida",2017
2036,"A Grande Caminho","Iris Lopes",2014
2037,"O Segundo Segredo","Gabriela Pires",2022
2038,"O Sensasional Mistério","Ivana Melo",2010
2039,"O Sensasional Ditador","Francisco Rodrigues",2014
2040,"A Grande Ditador","Tereza Castro",2020
2041,"A Último Mestre","Vitória Monteiro",2021
2042,"A Sensasional Médico","Daniel Medeiros",2022
2043,"O Terceiro Filosofo","Fernanda Santos",2011
2044,"O Grande Tesouro","Carolina Medeiros",2017
2045,"A Segundo Tesouro","Daniel Campos",2010
2046,"O Último Caminho","Vanessa Teixeira",2014
2047,"A Novo Tesouro","Marcos Silva",2011
2048,"O Terceiro Filosofo","Guilherme Pinheiro",2020
2049,"A Pequeno Imperador","Nathalia Barros",2017
2050,"O Quarto Segredo","Ricardo Neves",2015
2051,"A Terceiro Mansao","Priscila Correia",2021
2052,"A Perdido Mistério","Aline Correia",2022
2053,"A Velho Casa","Sheila Freitas",2023
2054,"O Encontrado Sonho","Erick Pinheiro",2016
2055,"O Sensasional Segredo","Valdir Cavalcanti",2020
2056,"A Grande Desafio","Guilherme Fonseca",2010
2057,"A Novo Mestre","Priscila Rocha",2020
2058,"A Novo Mansao","Sabrina Vieira",2013
2059,"O Segundo Destino","Marcela Fonseca",2012
2060,"O Novo Imperador","Gabriel Leal",2023
2061,"O Quarto Mistério","Vanessa Nunes",2019
2062,"A Terceiro Filosofo","Renata Almeida",2011
2063,"O Pequeno Segredo","Ana Mendes",2015
2064,"A Encontrado Tesouro","Maria Andrade",2019
2065,"O Pequeno Desafio","Carolina Tavares",2016
2066,"O Sensasional Mistério","Camila Oliveira",2014
2067,"A Sensasional Mestre","Carolina Cardoso",2023
2068,"A Novo Casa","Maurício Marques",2018
2069,"A Pequeno Casa","Bianca Costa",2022
2070,"A Sensasional Mansao","Nicole Melo",2018
2071,"O Sensasional Casa","Júlia Souza",2016
2072,"A Grande Tesouro","Yasmin Lima",2012
2073,"A Terceiro Sonho","Priscila Lima",2015
2074,"O Quarto Jogador","Natália Sampaio",2018
2075,"A Novo Segredo","Maitê Silva",2015
2076,"A Primeiro Tesouro","Sônia Vieira",2019
2077,"A Sensasional Sonho","Léo Melo",2015
2078,"O Perdido Amor","Bianca Batista",2014
2079,"O Sensasional Mestre","Adriana Moura",2013
2080,"A Novo Destino","Luiza Campos",2011
2081,"O Primeiro Jogador","Pedro Batista",2012
2082,"A Segundo Amor","Mariana Teixeira",2016
2083,"A Pequeno Jogador","Amanda Monteiro",2014
2084,"A Encontrado Mansao","Paula Barros",2023
2085,"O Quarto Amor","Eduardo Correia",2014
2086,"O Perdido Ditador","Flávio Dias",2021
2087,"A Novo Ditador","Eduardo Costa",2015
2088,"A Perdido Jogador","Iris Freitas",2017
2089,"A Sensasional Destino","Iris Nunes",2018
2090,"A Terceiro Médico","Pâmela Fonseca",2017
2091,"A Perdido Casa","Hugo Barros",2020
2092,"A Grande Imperador","Camila Vieira",2018
2093,"A Velho Destino","Enzo Almeida",2020
2094,"O Perdido Mestre","Evelyn Ribeiro",2019
2095,"O Primeiro Filosofo","Valéria Silva",2012
2096,"O Terceiro Ditador","Felipe Teixeira",2018
2097,"A Terceiro Médico","Natália Braga",2021
2098,"O Segundo Caminho","Stella Gomes",2021
2099,"O Segundo Caminho","Mariana Pinheiro",2018
2100,"O Primeiro Segredo","Paulo Braga",2017
2101,"O Perdido Jogador","Gabriel Oliveira",2022
2102,"A Novo Jogador","Rebeca Coutinho",2022
2103,"O Perdido Destino","Valéria Souza",2015
2104,"A Último Mestre","Rafael Pereira",2010
2105,"A Novo Desafio","Leonardo Campos",2023
2106,"A Último Sonho","Yasmin Santos",2012
2107,"O Perdido Destino","Eliane Medeiros",2014
2108,"A Segundo Mestre","Mônica Freitas",2021
2109,"A Encontrado Tesouro","Vanessa Rodrigues",2020
2110,"O Primeiro Segredo","Juliano Borges",2015
2111,"O Último Amor","Léo Pinheiro",2020
2112,"A Quarto Destino","Francisco Costa",2022
2113,"A Novo Filosofo","Samuel Santos",2020
2114,"O Perdido Mansao","Igor Gomes",2023
2115,"A Primeiro Segredo","Natália Melo",2013
2116,"O Perdido Mistério","Guilherme Mendes",2023
2117,"O Último Sonho","Vitor Moura",2023
2118,"O Quarto Ditador","Erick Leal",2015
2119,"O Grande Tesouro","Geraldo Moura",2019
2120,"O Segundo Filosofo","Clarice Machado",2017
2121,"O Último Médico","Gustavo Pereira",2019
2122,"O Quarto Sonho","Ivana Borges",2019
2123,"A Encontrado Desafio","Camila Nunes",2013
2124,"A Novo Segredo","Igor Pires",2022
2125,"A Segundo Mistério","Nicole Correia",2019
2126,"O Segundo Amor","Roberta Cardoso",2010
2127,"O Pequeno Tesouro","Viviane Ferreira",2011
2128,"A Segundo Segredo","Renata Lima",2012
2129,"A Velho Segredo","Nicole Martins",2018
2130,"O Novo Jogador","Yasmin Braga",2013
2131,"O Velho Segredo","Carlos Batista",2011
2132,"O Novo Casa","Simone Rodrigues",2022
2133,"A Pequeno Amor","Ana Tavares",2013
2134,"A Encontrado Segredo","Raquel Azevedo",2012
2135,"A Velho Mestre","Elias Sampaio",2019
2363,"O Grande Mestre","Sheila Moura",2022
2136,"O Terceiro Caminho","Tatiana Cavalcanti",2021
2137,"O Terceiro Filosofo","Ivana Pinheiro",2010
2138,"A Quarto Imperador","Felipe Pereira",2018
2139,"O Perdido Casa","Gabriel Souza",2023
2140,"O Novo Filosofo","Ivana Machado",2017
2141,"O Novo Destino","Ivana Dias",2022
2142,"A Velho Sonho","Fernanda Coutinho",2014
2143,"A Grande Médico","Elaine Batista",2010
2144,"A Encontrado Segredo","Luiza Ferreira",2021
2145,"A Sensasional Amor","Evelyn Marques",2017
2146,"A Pequeno Mestre","Maria Nunes",2019
2147,"O Último Casa","Sheila Coutinho",2014
2148,"O Grande Desafio","Beatriz Pires",2010
2149,"O Primeiro Jogador","Rosana Rodrigues",2018
2150,"A Sensasional Casa","Isaac Machado",2014
2151,"O Quarto Caminho","Ivana Ramalho",2016
2152,"O Perdido Desafio","Nicole Batista",2015
2153,"O Último Ditador","Ana Oliveira",2013
2154,"A Velho Filosofo","Vitor Borges",2012
2155,"O Encontrado Imperador","Fabrício Freitas",2018
2156,"O Último Destino","Leonardo Melo",2012
2157,"A Encontrado Ditador","Léo Mendes",2016
2158,"O Velho Segredo","Simone Lima",2021
2159,"O Novo Filosofo","Elaine Dias",2019
2160,"A Grande Casa","Viviane Ramalho",2020
2161,"O Sensasional Filosofo","Ricardo Ferreira",2017
2162,"A Último Segredo","Ivana Martins",2022
2163,"O Grande Tesouro","Yasmin Sampaio",2014
2164,"O Grande Jogador","Pâmela Melo",2022
2165,"A Pequeno Segredo","Roberta Rocha",2011
2166,"A Sensasional Mistério","Isaac Batista",2023
2167,"O Último Jogador","Marcos Rodrigues",2019
2168,"O Segundo Imperador","Mônica Teixeira",2012
2169,"O Segundo Desafio","Maurício Castro",2014
2170,"A Novo Médico","Larissa Marques",2018
2171,"O Novo Segredo","Mariana Neves",2012
2172,"A Quarto Amor","Júlia Martins",2012
2173,"A Terceiro Sonho","Iris Coutinho",2022
2174,"A Velho Mistério","Luiza Moura",2019
2175,"A Último Filosofo","Guilherme Nunes",2020
2176,"O Grande Sonho","Samuel Machado",2010
2177,"O Grande Médico","Eliane Almeida",2014
2178,"O Terceiro Sonho","Francisco Campos",2021
2179,"O Segundo Mansao","João Pinheiro",2023
2180,"O Primeiro Filosofo","Guilherme Pires",2010
2181,"A Segundo Tesouro","Ana Lima",2018
2182,"O Terceiro Tesouro","Valdir Santos",2014
2183,"O Sensasional Jogador","Valdir Mendes",2014
2184,"O Novo Imperador","Rosana Borges",2017
2185,"O Primeiro Segredo","Sabrina Ferreira",2012
2186,"A Perdido Ditador","Paula Moura",2019
2187,"O Novo Casa","Marcos Borges",2013
2188,"O Último Médico","Júlia Silva",2013
2189,"A Velho Caminho","João Costa",2015
2190,"O Pequeno Destino","Paulo Araújo",2023
2191,"A Terceiro Segredo","Iris Silva",2014
2192,"O Último Médico","Nicole Marques",2014
2193,"O Terceiro Médico","Ivana Nunes",2017
2194,"O Pequeno Imperador","Clarice Dias",2022
2195,"O Perdido Caminho","Sheila Borges",2016
2196,"O Último Amor","Rodrigo Sampaio",2019
2197,"O Último Destino","Otávio Fonseca",2021
2198,"O Quarto Sonho","Ivana Barros",2012
2199,"A Novo Caminho","Yasmin Teixeira",2021
2200,"A Quarto Desafio","Lívia Teixeira",2011
2201,"O Terceiro Filosofo","Rebeca Coutinho",2012
2202,"O Último Sonho","Eduardo Leal",2019
2203,"O Grande Ditador","Giovanna Lopes",2020
2204,"O Último Imperador","Camila Teixeira",2018
2205,"A Perdido Mansao","Larissa Machado",2011
2206,"A Quarto Amor","Rosana Melo",2018
2207,"A Encontrado Destino","André Azevedo",2012
2208,"O Quarto Sonho","Pâmela Castro",2019
2209,"A Perdido Imperador","Pedro Ferreira",2015
2210,"O Último Sonho","Raul Almeida",2014
2211,"O Terceiro Segredo","Erick Fonseca",2012
2212,"A Terceiro Filosofo","Patrícia Coutinho",2020
2213,"O Primeiro Segredo","Lívia Martins",2017
2214,"A Perdido Mestre","Fábio Marques",2017
2215,"O Velho Desafio","Raquel Mendes",2016
2216,"O Grande Tesouro","Raquel Martins",2016
2217,"A Sensasional Mestre","Leonardo Campos",2020
2218,"A Primeiro Mistério","Ivan Monteiro",2023
2219,"O Grande Desafio","Sheila Machado",2014
2220,"A Novo Casa","Marcos Lopes",2023
2221,"A Último Médico","Marcos Leal",2019
2222,"O Terceiro Destino","Nicole Coutinho",2016
2223,"A Quarto Caminho","Aline Freitas",2023
2224,"A Grande Amor","Rodrigo Coutinho",2020
2225,"A Primeiro Casa","Stella Leal",2012
2226,"A Pequeno Desafio","Beatriz Lima",2020
2227,"O Primeiro Mestre","Elias Sampaio",2013
2228,"A Último Sonho","Hugo Machado",2020
2229,"O Pequeno Mistério","Pedro Sampaio",2011
2230,"A Velho Destino","Natália Dias",2022
2231,"O Grande Destino","Luiza Fonseca",2014
2232,"A Encontrado Mansao","Paula Coutinho",2016
2233,"A Último Segredo","Marcelo Costa",2017
